v1,cleaned_text,length,label
ham,sorry ill call later,4,0
ham,tmr brin lar aiya later come n c lar mayb neva set properly got da help sheet wif,18,0
ham,u knw dis ltgt,4,0
ham,dun believe wat,3,0
ham,kgive back thanks,3,0
ham,know complain num onlybettr directly go bsnl offc nd apply,10,0
ham,okay ive seen pick friday,5,0
ham,much payed suganya,3,0
ham,left dessert u wan go suntec look u,8,0
ham,abeg make profit start using get sponsors next event,9,0
ham,onum ela pa normal,4,0
ham,kkhow sister kids,3,0
ham,cool ill text im way,5,0
ham,nope meanwhile talk say make greet,6,0
ham,cant talk nowi call candont keep calling,7,0
ham,anything lar,2,0
ham,rose needs water season needs change poet needs imaginationmy phone needs ur sms need ur lovely frndship forever,18,0
ham,good afternoon babe goes day job prospects yet miss love sighs,11,0
ham,pick drop carso problem,4,0
ham,si think waste rr,4,0
ham,world famamus,2,0
ham,coming friday leave pongaldo get news work place,8,0
ham,lol well dont without could big sale together,8,0
ham,way,1,0
ham,eat old airport road oredi got lot pple,8,0
ham,sry cant talk phone parents,5,0
spam,final chance claim ur worth discount vouchers today text yes savamob member offers mobile cs savamob pobox muz subs,19,1
ham,ok lor wat time finish,5,0
ham,princess like make love ltgt times per night hope thats problem,11,0
ham,mm way railway,3,0
ham,dnt wnt tlk wid u,5,0
ham,im done im sorry hope next space gives everything want remember furniture im around move lock locks leave key jenne,20,0
ham,yet id like keep touch easiest way barcelona way ru house,11,0
spam,sppok ur mob halloween collection nokia logopic message plus free eerie tone txt card spook,15,1
spam,urgent call landline complementary tenerife holiday cash await collection sae tcs po box wa px ppm sender hol offer,19,1
ham,kdo evening daurgent,3,0
ham,pansy youve living jungle two years driving worried,8,0
ham,mm kanji dont eat anything heavy ok,7,0
ham,promise getting soon youll text morning let know made ok,10,0
ham,lol thats different dont go trying find every real life photo ever took,13,0
ham,dont thnk wrong calling us,5,0
ham,k ill drinkpa need srs model pls send mail id pa,11,0
ham,aiyah e rain like quite big leh drizzling least run home,11,0
ham,docs appointments next week im tired shoving stuff ugh couldnt normal body,12,0
ham,dun b sad dun thk abt already concentrate ur papers k,11,0
ham,greetings consider excused,3,0
ham,drama plsi enough family struggling hot sun strange placeno reason ego going invited actually necessity gowait serious reppurcussions,18,0
ham,released another italian one today cosign option,7,0
ham,mu try figure much money everyone gas alcohol jay trying figure weed budget,13,0
spam,winner valued network customer hvae selected receive reward collect call valid hours aclpm,13,1
ham,hcl chennai requires freshers voice processexcellent english neededsalary upto ltgt call mssuman ltgt telephonic interview via indyarockscom,17,0
ham,dai da send resume id,5,0
ham,know ltgt ill around,4,0
ham,yup ive finished c,4,0
ham,remember ask alex pizza,4,0
ham,datoday also forgot,3,0
ham,ola would get back maybe today told direct link us getting cars bids online arrange shipping get cut u partnership u invest money shipping takes care restuwud b self reliant soon dnt worry,33,0
ham,fwiw reason im around time smoke gas afford around someone tells apparently happens somebody wants light,16,0
ham,hello boytoy made home constant thought love hope nice visit cant wait till come home kiss,16,0
ham,congrats kanowhr treat maga,4,0
ham,u talking,2,0
ham,yup,1,0
ham,ok,1,0
ham,u wake already wat u u picking us later rite im taking sq reaching ard smth like dat u check e arrival time c ya soon,26,0
ham,yunny im walking citylink faster come hungry,7,0
ham,er yep sure props,4,0
ham,hiya u paying money account thanks got pleasant surprise checked balance u c dont get statements acc,17,0
spam,u nokia plus free digital camera u get u win free auction take part send nokia poboxtcrw,17,1
ham,ok ill send ltdecimalgt ok,5,0
ham,bognor splendid time year,4,0
ham,yesim office da,3,0
ham,sorry ill call later,4,0
ham,joys father john john name joys father mandan,8,0
ham,ok ask abt e movie u wan ktv oso,9,0
ham,misplaced number sending texts old number wondering ive heard year best mcat got number atlanta friends,16,0
ham,sorry ill call later,4,0
ham,dunno lei might b eatin wif frens wan eat wait lar,11,0
ham,sorry ill call later,4,0
spam,free entry weekly comp send word win tc wwwtxttowincouk,9,1
ham,say slowly godi love amp need youclean heart bloodsend ten special people amp u c miracle tomorrow itplspls,18,0
ham,u noe send files computers,5,0
ham,mmmmm loved waking words morning miss love hope day goes well happy wait us together,15,0
ham,jay says hell put ltgt,5,0
ham,come sec theres somebody want see,6,0
ham,sun anti sleep medicine,4,0
ham,whats happening gotten job begun registration permanent residency,8,0
ham,yup ok,2,0
ham,glad went well come well plenty time claire goes work,10,0
ham,ok enjoy r u home,5,0
ham,pls pls send mail know relatives coming deliver know costs risks benefits anything else thanks,15,0
ham,like,1,0
ham,thats haf combine n c lor,6,0
ham,monthly amount terrible pay anything till months finishing school,9,0
ham,hmmmhow many players selected,4,0
ham,said gonna snow start around pm tonite predicting inch accumulation,10,0
ham,dont send plus hows mode,5,0
ham,aiyo please got time meh,5,0
ham,package programs well,3,0
ham,sister belongs family hope tomorrow pray herwho fated shoranur train incident lets hold hands together amp fuelled love amp concern prior grief amp pain pls join dis chain amp pass stop violence women,33,0
ham,guys asking get slippers gone last year,7,0
ham,company goodenvironment terrific food really nice,6,0
spam,text get ringtones logos games wwwtxtcom questions infotxtcouk,8,1
ham,honestly ive made lovely cup tea promptly dropped keys burnt fingers getting,12,0
ham,yup studying surfing lor im e lazy mode today,9,0
ham,please sen kind advice please come try,7,0
ham,im done c,3,0
ham,oh fine ill tonight,4,0
ham,give time walk,3,0
ham,ill reach ard mins ok,5,0
spam,freemsg awarded free mini digital camera reply snap collect prize quizclub opt stop pwk sprwm ph,16,1
ham,fuck babe happened come never came back,7,0
spam,message brought gmw ltd connected,5,1
ham,friends want drive em someplace probably take,7,0
ham,also thk fast xy suggest one u dun wan ok going rain leh got gd,15,0
ham,still getting goods,3,0
ham,maybe pressies,2,0
ham,yeah ill leave maybe ish,5,0
ham,kkim also finewhen complete course,5,0
ham,sea lays rock rock envelope envelope paper paper words,9,0
ham,told dr appt next week thinks im gonna die told check nothing worried didnt listen,15,0
ham,room need,2,0
ham,dont want hear anything,4,0
ham,hey leave friday wait ask superior tell,7,0
ham,ultimately tor motive tui achieve korli,6,0
ham,work timing,2,0
ham,dont worry well finished march ish,6,0
ham,house water dock boat rolled newscaster dabbles jazz flute behind wheel,11,0
spam,congrats mobile g videophones r call videochat wid ur mates play java games dload polyph music noline rentl bx ip p,21,1
spam,next amazing xxx picsfree video sent enjoy one vid enough day text back keyword picsfree get next video,18,1
ham,thats going ruin thesis,4,0
ham,sch neva mind u eat st lor,7,0
ham,hey whats u sleeping morning,5,0
ham,erm thought contract ran theth october,6,0
ham,dunno lets go learn pilates,5,0
spam,u subscribed best mobile content service uk per ten days send stop helpline,13,1
ham,yup im elaborating safety aspects issues,6,0
spam,free tarot texts find love life try free text chance free msgs,12,1
ham,goodmorning today late hr,4,0
ham,hi happy birthday hi hi hi hi hi hi hi,10,0
ham,outside office take,3,0
ham,dont respond imma assume youre still asleep imma start calling n shit,12,0
ham,aight see bit,3,0
ham,superior telling friday leave department except oursso leave youany way call waheed fathima hr conform,15,0
spam,join uks horniest dogging service u sex nite sign follow instructions txt entry nytecalpmsgp,14,1
ham,lol take member said aunt flow didnt visit months cause developed ovarian cysts bc way shrink,16,0
ham,still work going onit small house,6,0
ham,friend got says hes upping order grams hes got ltgt get,11,0
ham,tmr timin still da wat cos got lesson,8,0
ham,thats thing apes u fight death keep something minute u let go thats,13,0
spam,sunshine quiz wkly q win top sony dvd player u know country liverpool played mid week txt ansr sptyrone,19,1
ham,im gonna able late notice ill home weeks anyway plans,10,0
ham,got fujitsu ibm hp toshiba got lot model say,9,0
ham,okie thanx,2,0
ham,gosh pain spose better come,5,0
ham,usualiam fine happy amp well,5,0
ham,okie,1,0
ham,gonna get rimac access,4,0
ham,im arestaurant eating squid wanna dosomething late,7,0
ham,call times job today ok umma ask speed,8,0
ham,hello ucall wen u finish wrki fancy meetin wiv u tonite need break dabooks hrs last nite today wrk,19,0
ham,r u sam p eachother meet go house,8,0
ham,yeah lol luckily didnt starring role like,7,0
ham,hello madam,2,0
ham,awesome text youre restocked,4,0
ham,usualiam fine happy amp well,5,0
spam,knock knock txt whose enter r weekly draw gift voucher store yr choice tcs wwwtklscom age stoptxtstopweek,17,1
ham,yes innocent fun,3,0
ham,thanks sending mental ability question,5,0
ham,sir hope day going smoothly really hoped wont bother bills cant settle month extra cash know challenging time also let know,21,0
ham,marrow wed ltgt aha,4,0
ham,went ur hon lab one,5,0
ham,cant pick phone right pls send message,7,0
ham,hey pple nightsexcellent location wif breakfast hamper,7,0
spam,forwarded hi mailbox messaging sms alert matches please call back retrieve messages matches ccpmin,14,1
ham,come,1,0
ham,lol nah wasnt bad thanks good b home quite reality check hows ur day u anything website,17,0
ham,ok lor,2,0
ham,im coming home dinner,4,0
ham,daal r ltgt,3,0
spam,free ring tone text polys every week get new tone yrs wk,12,1
ham,unni thank dear rechargerakhesh,4,0
ham,know im lacking particular dramastorms details part im worried,9,0
ham,haha cant tmr forfeit haha,5,0
ham,hey glad u r better hear u treated urself digi cam good r pm fab new year c u coupla wks,21,0
ham,way im going back,4,0
spam,urgent mobile xxx bonus caller prize nd attempt reach call asap boxnqp ppm,13,1
ham,cal sir meeting,3,0
ham,thats love hear v see sundayish,6,0
ham,sorry da thangam sorry held prasad,6,0
ham,tiwary rcbbattle bang kochi,4,0
ham,thank god bed,3,0
ham,dont cancer moms making big deal regular checkup aka pap smear,11,0
ham,gobi arts college,3,0
ham,wants talk,2,0
ham,pandy joined w technologies todayhe got job,7,0
spam,guaranteed latest nokia phone gb ipod mp player prize txt word collect ibhltd ldnwh pmtmsgrcvd,15,1
ham,try get lost fact tee hee,6,0
ham,hi spoke maneesha v wed like know satisfied experience reply toll free yes,13,0
ham,friends use call,3,0
ham,sorry ill call later,4,0
ham,em olowoyey uscedu great time argentina sad secretary everything blessing,10,0
ham,taxt massagetiepos argh ok lool,5,0
ham,hi please get ltgt dollar loan ill pay back mid february pls,12,0
ham,might want pull case plan spending dont much confidence derek taylors money management,13,0
ham,like shaking booty dance floor,5,0
ham,text get dont call phones problems,6,0
ham,need drug anymore,3,0
ham,sorry dai thought calling lot timeslil busyi call noon,9,0
ham,sarcasm nt scarcasim,3,0
ham,great run ttyl,3,0
ham,feel like trying kadeem v,5,0
ham,dai ltgt naal eruku,4,0
ham,yet chikkuwat abt u,4,0
ham,ok,1,0
ham,want finally lunch today,4,0
ham,know dad back,3,0
spam,hello darling today would love chat dont tell look like sexy,11,1
spam,free st week nokia tone ur mob every week txt nokia get txting tell ur mates wwwgetzedcouk pobox w wq norm ptone,22,1
ham,remains bro amongst bros,4,0
ham,r u meeting da ge nite tmr,7,0
ham,nice day impressively sensible went home early feel fine boring whens cant remember,13,0
ham,de looking good,3,0
spam,wanna get laid nite want real dogging locations sent direct ur mobile join uks largest dogging network txt park nyt eca lp msg,23,1
spam,tried contact response offer new nokia fone camcorder hit reply call delivery,12,1
ham,yes replied mail im going management office later plus bank later alsoor wednesday,13,0
ham,thats cool ill come like ltgt ish,7,0
ham,super msg danalla timing,4,0
ham,good afternoon boytoy feeling today better hope good boy obedient slave please queen,13,0
ham,ft good combination,3,0
ham,im sick im needy want pouts stomps feet pouts stomps feet want slave want,14,0
ham,train back northampton im afraid,5,0
ham,abj serving staying dad alone,5,0
ham,playng doors game gt racing phone lol,7,0
spam,new tones week include mcflyall ab sara jorgeshock smithswitch order follow instructions next message,14,1
ham,solve case man found murdered ltdecimalgt ltgt afternoon wife called police police questioned everyone wife siri sleeping murder took place cook cooking gardener picking vegetables housemaid went post office children went play neighbour went marriage police arrested murderer immediately whos reply reason u r brilliant,45,0
ham,im da bus going home,5,0
ham,got call landline number asked come anna nagar go afternoon,10,0
ham,im okay chasing dream whats good next,7,0
ham,yupz ive oredi booked slots weekends liao,7,0
spam,urgent trying contact u todays draw shows prize guaranteed call land line claim c valid hrs,16,1
ham,r many modelsony ericson also der ltgt luks good bt forgot modl,12,0
ham,okie,1,0
ham,yes know cheesy songs frosty snowman,6,0
ham,ya ok vikky vl c witin ltgt mins il reply u,11,0
spam,sports fans get latest sports news str ur mobile wk free plus free tone txt sport wwwgetzedcouk norm txtp,19,1
ham,hey tmr meet bugis,4,0
spam,urgent urgent free flights europe give away call b th sept take friend free call claim bannfwflyppm,17,1
ham,nice new shirts thing wear nudist themed mu,8,0
ham,hey sexy buns day word morning ym think,8,0
ham,whenever see still hook,4,0
ham,nope im going home go pump petrol lor like going rain soon,12,0
ham,use foreign stamps whatever send,5,0
spam,lost help,2,1
ham,oh baby house come dont new pictures facebook,8,0
ham,feb ltgt love u day send dis ur valued frnds evn comes back ull gt married person u luv u ignore dis u lose ur luv evr,27,0
ham,hiya sorry didnt hav signal havent seen heard neither unusual ill put case get sort hugs snogs,17,0
ham,omw back tampa west palm hear happened,7,0
ham,yup already thanx printing n handing,6,0
spam,freemsg fancy flirt reply date join uks fastest growing mobile dating service msgs rcvd p optout txt stop reply date,20,1
ham,mean come chase stated watch many movies want,8,0
ham,took tablets reaction morning,4,0
spam,great new offer double mins double txt best orange tariffs get latest camera phones free call mobileupd free stoptxt tcs,20,1
ham,nah im perpetual dd,4,0
ham,sorry de went shop,4,0
spam,hope enjoyed new content text stop unsubscribe helpp provided tonesyoucouk,10,1
ham,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da,27,0
ham,hey still want go yogasana coz end cine go bathe hav steam bath,13,0
ham,nope im drivin neva develop da photos lei,8,0
ham,thinking going reg pract lessons flung advance haha wat time u going,12,0
ham,cool ltgt inches long hope like big,7,0
ham,housemaid murderer coz man murdered ltgt th january public holiday govtinstituitions closedincluding post officeunderstand,14,0
ham,okie thanx,2,0
spam,days euro kickoff u kept informed latest news results daily unsubscribe send get euro stop,15,1
ham,go n buy juz buy get lar,7,0
ham,ok lor,2,0
ham,im working technical support voice process,6,0
ham,justbeen overa week since broke already brains going mush,9,0
ham,tunde wishing great day abiola,5,0
ham,nope c,2,0
ham,well medical missions nigeria,4,0
ham,movies laptop,2,0
ham,whatsup dont u want sleep,5,0
spam,urgent please call landline cash luxury canary islands holiday await collection tcs sae award maq ppm,16,1
spam,urgent please call landline complimentary lux costa del sol holiday cash await collection ppm sae tcs james ehrr,18,1
ham,havent lei next mon,4,0
ham,mm feeling sleepy today shall get dear,7,0
ham,dare stupid wont tell anything hear wont talk,8,0
ham,noe ben going,3,0
ham,mag meeting avo point,4,0
ham,meant middle left right,4,0
ham,really crashed cuddled sofa,4,0
ham,hi chachi tried calling u unable reach u pl give missed cal u c tiz msg kanagu,17,0
ham,sent prices mean ltgt g,5,0
ham,much buzy,2,0
ham,nothing,1,0
spam,dont know u u dont know send chat lets find pmsg rcvd hgsuitelandsrowwjhl ldn years,15,1
ham,working ringing u thing whole houseful screaming brats pulling hair loving u,12,0
ham,family responding anything room went home diwali one called coming makes feel like died,14,0
ham,tick tick tick babe,4,0
ham,r going todays meeting,4,0
ham,k dahow many page want,5,0
ham,ya nowonion roast,3,0
ham,send number give reply tomorrow morning said like ok,9,0
ham,said problem let know,4,0
ham,ok tell half hr b u come need prepare,9,0
ham,play w computer aiyah tok u lor,7,0
ham,sat right okay thanks,4,0
ham,derp worse dude always wants party dude files complaint three drug abusers lives,13,0
ham,ok chinese food way get fat youre paying lipo,9,0
ham,r outside already,3,0
ham,good trip watch remember get back must decide easter,9,0
ham,yo watching movie netflix,4,0
ham,time im prob,3,0
ham,meh thgt clash really ah dun mind dun seen lost weight gee,12,0
ham,dont thnk wrong calling us,5,0
ham,sure night menu know noon menu,6,0
ham,arr birthday today wish get oscar,6,0
ham,say slowly godi love amp need youclean heart bloodsend ten special people amp u c miracle tomorrow itplspls,18,0
ham,open rebtel firefox loads put plus sign user name place show two numbers lower number number pick number pin display okay,21,0
ham,picking various points,3,0
spam,married local women looking discreet action real matches instantly phone text match msg cost p stop txt stop bcmsfwcnxx,19,1
ham,wow v v impressed funs shopping,6,0
ham,way ur home,3,0
spam,burger king wanna play footy top stadium get burger king st sept go large super cocacola walk winner,18,1
ham,problem talk later,3,0
ham,ur sis,2,0
ham,still customer place,3,0
spam,come takes little time child afraid dark become teenager wants stay night,12,1
ham,dude u knw also teluguthts gudk gud nyt,8,0
ham,confirm eating esplanade,3,0
ham,send id password,3,0
ham,kind took garage centre part exhaust needs replacing part ordered n taking fixed tomo morning,15,0
spam,ur chance win cash every wk txt action tscs wwwmovietriviatv custcare xpwk,12,1
ham,well might come,3,0
ham,long quit get like minutes day,6,0
ham,likely called mittelschmertz google dont paracetamol dont worry go,9,0
ham,well right im gonna get check todays steam salespee text want come get,13,0
ham,arrived see couple days lt,5,0
ham,k wat tht incident,4,0
ham,yeah get unlimited,3,0
ham,cthen thk shd b enuff still got conclusion n contents pg n references ill b da contents pg n cover pg,21,0
ham,forgot takes years shower sorry atyour phone dead yet,9,0
ham,got wat buy tell us need come,7,0
ham,big god bring success,4,0
spam,uve bin awarded play instant cash call claim every th player wins min optout,14,1
ham,r stayin extra week back next wed rugby weekend hi c u soon ham,14,0
ham,campus library,2,0
ham,affidavit says ltgt e twiggs st division g courtroom ltgt lttimegt ill double check text tomorrow,16,0
ham,creep,1,0
ham,tell friends plan valentines day lturlgt,6,0
ham,get ten billion calls texts help god,7,0
ham,purity friendship two smiling reading forwarded messageits smiling seeing name gud evng musthu,13,0
ham,ive told ive returned order,5,0
ham,housemaid murderer coz man murdered ltgt th january public holiday govtinstituitions closedincluding post office,14,0
ham,depends u going lor,4,0
ham,smile right go world wonder smiling think crazy keep away grins,11,0
spam,freemsgfav xmas tonesreply real,4,1
ham,lil fever fine,3,0
ham,think still car,3,0
ham,,0,0
spam,december mobile mths entitled update latest colour camera mobile free call mobile update co free,15,1
ham,yes princess want catch big strong hands,7,0
ham,oh yeah forgot u take shopping,6,0
ham,mm asked call radio,4,0
ham,thinkin someone good drugs,4,0
ham,say slowly godi love amp need youclean heart bloodsend ten special people amp u c miracle tomorrow itplspls,18,0
ham,enjoy showers possessiveness poured u ur loved ones bcoz world lies golden gift loved truly,15,0
ham,alright youre sure let know youre leaving,7,0
ham,lasting much hours might get lucky,6,0
ham,genius whats brother pls send number skype,7,0
spam,gr poly tones mobs direct u rply poly title eg poly breathe titles crazyin sleepingwith finest ymca getzedcouk poboxowwq p,20,1
ham,thk em find wtc far weiyi goin e rest dunno yet r ur goin dinner den might b able join,20,0
ham,dont forget owns whos private property good boy always passionate kiss,11,0
spam,interflora late order interflora flowers christmas call place order midnight tomorrow,11,1
ham,oh godtaken teethis paining,4,0
spam,romcapspam everyone around responding well presence since warm outgoing bringing real breath sunshine,13,1
ham,u ask darren go n pick u lor oso sian tmr haf meet lect,14,0
ham,need buy lunch eat maggi mee,6,0
spam,congratulations thanks good friend u xmas prize claim easy call p per minute btnationalrate,14,1
ham,ok lor,2,0
ham,oh right ok ill make sure loads work day got really nasty cough today dry n shot really help,19,0
ham,wifehow knew time murder exactly,5,0
spam,send logo ur lover names joined heart txt love name name mobno eg love adam eve yahoo poboxwwq txtno ads p,21,1
ham,howz persons story,3,0
ham,thanx sending home,3,0
ham,normally hot mail com see,5,0
spam,youve tkts euro cup final cash collect call b pobox ppm,11,1
ham,u sick still go shopping,5,0
ham,ya well fine bbdpooja full pimpleseven become quite blackand ur rite cold wearing sweatter,14,0
ham,nicenicehow working,2,0
ham,reach home call,3,0
ham,trying find chinese food place around,6,0
ham,easy mate guess quick drink bit ambitious,7,0
ham,babe miiiiiiissssssssss need crave geeee im sad without babe love,10,0
ham,ok thanx,2,0
ham,aathiwhere dear,2,0
ham,tunji hows queen wishing great day abiola,7,0
ham,today iz yellow rose day u love frndship give misscall amp send ur frndz amp see many miss calls u get u get missed u marry ur lover,28,0
ham,class hours sorry,3,0
ham,wat time u finish ur lect today,7,0
spam,freemessage jamsterget crazy frog sound poly text mad real text mad crazy sounds gbpweek tcs apply,16,1
ham,sad story man last week bday wife didnt wish parents forgot n kids went work even colleagues wish entered cabin pa said happy bday boss felt special askd lunch lunch invited apartment went said u mind go bedroom minute ok sed sexy mood came minuts latr wid caken wife parents kidz friends n colleagues screaming surprise waiting sofa naked,59,0
spam,chance reality fantasy show call p per min ntt ltd po box croydon cr wb national rate call,18,1
ham,shes fine good hear dear happy new year oh,9,0
ham,going wipro interview today,4,0
ham,tall princess,2,0
ham,doubt could handle times per night case,7,0
ham,haha hope hear receipt sound gd luck,7,0
ham,gonna death im gonna leave note says robs fault avenge,10,0
ham,japanese proverb one u none itu must indian version one let none itleave finally kerala version one stop none make strike,21,0
ham,today im workin free oso gee thgt u workin ur frens shop,12,0
ham,life face choices toss coin becoz settle question coin air u know heart hoping gudni,15,0
ham,know god created gap fingers one made comes amp fills gaps holding hand love,14,0
ham,want kiss feel next,4,0
ham,happy saying,2,0
spam,adult content video shortly,4,1
ham,ok would b lovely u r sure think wot u want drinkin dancin eatin cinema u wot,17,0
ham,im saying havent explicitly told nora know someone im probably gonna bother,12,0
ham,says hi get ass back south tampa preferably kegger,9,0
ham,smith waste dai wanna gayle,5,0
ham,mum ive sent many many messages since got want know actually getting enjoy rest day,15,0
ham,aight tomorrow around ltgt,4,0
ham,housemaid murderer coz man murdered ltgt th january public holiday govtinstituitions closedincluding post officeunderstand,14,0
spam,chance reality fantasy show call p per min ntt ltd po box croydon cr wb national rate call,18,1
ham,actually first time went bed long spoke woke night,9,0
ham,see,1,0
ham,dont understand message,3,0
ham,crucify c told earlier,4,0
ham,idk keep saying youre since moved keep butting heads freedom vs responsibility im tired much shit deal im barely keeping together gets added,23,0
ham,fuck cedar key fuck come anyway tho,7,0
ham,twenty past five said train durham already coz reserved seat,10,0
spam,hey boys want hot xxx pics sent direct ur phone txt porn hrs free p per day stop text stopbcm sf wcnxx,22,1
ham,u still painting ur wall,5,0
spam,last chance claim ur worth discount vouchers today text shop savamob offers mobile cs savamob pobox muz sub,18,1
ham,printer cool mean groovy wine groovying,6,0
ham,hi harishs rent transfred ur acnt,6,0
ham,anything lor coming,3,0
ham,cbe really good nowadayslot shop showroomscity shaping good,8,0
ham,still attending da talks,4,0
ham,probs hon u doinat mo,5,0
ham,k ill take care,4,0
ham,take didnt phone callon friday assume wont year,8,0
ham,battery low babe,3,0
ham,shuhui bought rons present swatch watch,6,0
ham,yeah theres quite bit left ill swing tomorrow get,9,0
ham,babe said hours almost internet,5,0
ham,k ill sure get noon see whats,7,0
ham,kkyesterday cbe,2,0
ham,went ganesh dress shop,4,0
spam,pdatenow double mins txts orange tariffs latest motorola sonyericsson nokia bluetooth free call mobileupd calloptoutyhl,15,1
ham,collecting ur laptop going configure da settings izzit,8,0
ham,r home come within min,5,0
ham,aight latest probably closer jay tyler two trips,8,0
ham,come aftr ltdecimalgt cleaning house,5,0
spam,ur cashbalance currently pounds maximize ur cashin send cash pmsg cc po box tcrw,14,1
ham,bill letters im expecting one orange isnt bill may still say orange,12,0
ham,tell pa pain de,4,0
ham,hi darlin hope nice night wish come cant wait see love fran ps want dirty anal sex want man gang bang,21,0
ham,ha dont know either clever simple thing pears day perfect christmas,11,0
ham,helloooo wake sweet morning welcomes enjoy day full joy gud mrng,11,0
ham,alrite,1,0
ham,must sit around wait summer days celebrate magical sight worlds dressed white oooooh let snow,15,0
spam,urgent mobile number awarded prize guaranteed call land line claim valid hrs,12,1
ham,guys go see movies side,5,0
ham,sorryin meeting ill call later,5,0
ham,didnt tell thatnow im thinking plus hes going stop runs,10,0
ham,kindly send one flat ltdecimalgt today,6,0
spam,sorry u unsubscribe yet mob offer package min term weeks pls resubmit request expiry reply themob help info,18,1
ham,nothing lor bit bored dun u go home early sleep today,11,0
ham,time tell friend around,4,0
ham,yes fine love safe,4,0
ham,thanks chikku gud nyt,4,0
ham,xy ur car u picking,5,0
ham,thanx time weve spent geva bin mint ur baby want uxxxx,11,0
ham,yo way could pick something tonight,6,0
ham,ive sent send,3,0
ham,fine simply sitting,3,0
ham,thts gods gift birds humans hav natural gift frm god,10,0
ham,coming day class,3,0
ham,im done studyn library,4,0
ham,ok u enjoy ur shows,5,0
ham,anything,1,0
ham,wuld without baby thought alone mite break dont wanna go crazy everyboy needs lady xxxxxxxx,15,0
ham,wats dear sleeping ah,4,0
ham,hi test ltgt rd,4,0
ham,students solved cat question xam ltgt ltgt ltgt tell answer u r brilliantthingi got answr,15,0
ham,yo know anyone ltgt otherwise able buy liquor guy flaked right dont get hold somebody loko night,17,0
ham,yup n fren lor im meeting fren,7,0
ham,yeah got one lined us,5,0
ham,stop wondering wow ever going stop tming tm whenever want mine laughs,12,0
ham,lol yep yesterday already got fireplace another icon sitting,9,0
ham,hey ive booked pilates yoga lesson already haha,8,0
ham,ok happen behave like,4,0
spam,new message please call,4,1
ham,supervisor find one lor thk students havent ask yet tell u aft ask,13,0
ham,hello news job making wait fifth week yeah im woozles weasels exeter still home,14,0
ham,messageno responcewhat happend,3,0
spam,currently message awaiting collection collect message call,7,1
ham,hey babe sorry didnt get sooner gary come fix cause thinks knows doesnt go far ptbo says cost ltgt bucks dont know might cheaper find someone dont second hand machines right let know want babe,35,0
ham,make fucks sake x,4,0
ham,leave u always ignorant,4,0
ham,nope ill b going sch fri quite early lor cos mys sis got paper da morn,16,0
ham,bruce b downs amp fletcher,5,0
ham,said would woke,3,0
ham,hey free call,3,0
ham,tell whos pls,3,0
spam,urgent mobile awarded bonus caller prize final attempt contact u call,11,1
ham,think might give miss teaching til twelve lecture two damn working thing,12,0
ham,id check theres like bowls worth left,7,0
ham,yes many sweets,3,0
ham,would im still cozy exhausted last nightnobody went school work everything closed,12,0
spam,u secret admirer reveal thinks u r special call opt reply reveal stop per msg recd cust care,18,1
ham,buzzzz grins buzz ass buzz chest buzz cock keep phone vibrator feel shake,13,0
ham,sir send group mail check,5,0
ham,im da intro covers energy trends n pros n cons brief description nuclear fusion n oso brief history iter n jet got abt n half pages,26,0
ham,nonenowhere ikno doesdiscountshitinnit,3,0
ham,dont know jabo abi,4,0
spam,ever notice youre driving anyone going slower idiot everyone driving faster maniac,12,1
ham,yet hadya sapna aunty manege yday hogidhechinnu full weak swalpa black agidhane,12,0
ham,good baby,2,0
ham,neft transaction reference number ltgt rs ltdecimalgt credited beneficiary account ltgt lttimegt ltgt,13,0
ham,mostly sports typelyk footblcrckt,4,0
ham,head dey swell oh thanks making day,7,0
ham,u make fb list,4,0
ham,height confidence aeronautics professors wer calld amp wer askd sit aeroplane aftr sat wer told dat plane ws made students dey hurried plane bt didnt move saidif made students,29,0
ham,sary need tim bollox hurt lot tol,7,0
ham,happy new year princess,4,0
ham,ill text carlos let know hang,6,0
ham,dont worry easy ingredients,4,0
ham,love u little pocy bell sorry love u,8,0
ham,ok omw castor,3,0
ham,yar lor keep raining non stop u wan go elsewhere,10,0
spam,xmas offer latest motorola sonyericsson nokia free bluetooth dvd double mins txt orange call mobileupd calloptoutqf,16,1
ham,u mean u almost done done wif sleeping tot u going take nap yup send liao im picking ard smth lor,21,0
ham,wonders world th th ur style th ur smile th ur personality rd ur nature nd ur sms st ur lovely friendship good morning dear,25,0
ham,tonight yeah id,3,0
ham,eat fo lunch senor,4,0
ham,said right giggle saw u would possibly first persondie nvq think much could,13,0
ham,break time one come n get stuff fr,8,0
spam,reply win weekly professional sport tiger woods play send stop end service,12,1
ham,im see cant see maybe reboot ym seen buzz,9,0
ham,still grinder,2,0
spam,polyphonic tone ur mob every week txt pt st tone free get txtin tell ur friends ptone reply hl info,20,1
ham,love isnt decision feeling could decide love life would much simpler less magical,13,0
spam,hot live fantasies call p per min ntt ltd po box croydon cr wb national rate call,17,1
ham,ki didt see youkwhere,4,0
ham,im list buyers,3,0
ham,idea guess well work hour supposed leave since usual nobody interest figuring shit last second,15,0
ham,mm entirely sure understood text hey ho weekend,8,0
ham,released vday shirts u put makes bottom half naked instead white underwear,12,0
ham,knowhe watching film computer,4,0
ham,b thursday,2,0
ham,oh phone phoned disconnected,4,0
