v1,cleaned_text,length
ham,yes princess want catch big strong hands,7
ham,oh yeah forgot u take shopping,6
ham,mm asked call radio,4
ham,thinkin someone good drugs,4
ham,say slowly godi love amp need youclean heart bloodsend ten special people amp u c miracle tomorrow itplspls,18
ham,enjoy showers possessiveness poured u ur loved ones bcoz world lies golden gift loved truly,15
ham,alright youre sure let know youre leaving,7
ham,lasting much hours might get lucky,6
ham,genius whats brother pls send number skype,7
spam,gr poly tones mobs direct u rply poly title eg poly breathe titles crazyin sleepingwith finest ymca getzedcouk poboxowwq p,20
ham,thk em find wtc far weiyi goin e rest dunno yet r ur goin dinner den might b able join,20
ham,dont forget owns whos private property good boy always passionate kiss,11
spam,interflora late order interflora flowers christmas call place order midnight tomorrow,11
ham,oh godtaken teethis paining,4
spam,romcapspam everyone around responding well presence since warm outgoing bringing real breath sunshine,13
ham,u ask darren go n pick u lor oso sian tmr haf meet lect,14
ham,need buy lunch eat maggi mee,6
spam,congratulations thanks good friend u xmas prize claim easy call p per minute btnationalrate,14
ham,ok lor,2
ham,oh right ok ill make sure loads work day got really nasty cough today dry n shot really help,19
ham,wifehow knew time murder exactly,5
spam,send logo ur lover names joined heart txt love name name mobno eg love adam eve yahoo poboxwwq txtno ads p,21
ham,howz persons story,3
ham,thanx sending home,3
ham,normally hot mail com see,5
spam,youve tkts euro cup final cash collect call b pobox ppm,11
ham,u sick still go shopping,5
ham,ya well fine bbdpooja full pimpleseven become quite blackand ur rite cold wearing sweatter,14
ham,nicenicehow working,2
ham,reach home call,3
ham,trying find chinese food place around,6
ham,easy mate guess quick drink bit ambitious,7
ham,babe miiiiiiissssssssss need crave geeee im sad without babe love,10
ham,ok thanx,2
ham,aathiwhere dear,2
ham,tunji hows queen wishing great day abiola,7
ham,today iz yellow rose day u love frndship give misscall amp send ur frndz amp see many miss calls u get u get missed u marry ur lover,28
ham,class hours sorry,3
ham,wat time u finish ur lect today,7
spam,freemessage jamsterget crazy frog sound poly text mad real text mad crazy sounds gbpweek tcs apply,16
ham,sad story man last week bday wife didnt wish parents forgot n kids went work even colleagues wish entered cabin pa said happy bday boss felt special askd lunch lunch invited apartment went said u mind go bedroom minute ok sed sexy mood came minuts latr wid caken wife parents kidz friends n colleagues screaming surprise waiting sofa naked,59
spam,chance reality fantasy show call p per min ntt ltd po box croydon cr wb national rate call,18
ham,shes fine good hear dear happy new year oh,9
ham,going wipro interview today,4
ham,tall princess,2
ham,doubt could handle times per night case,7
ham,haha hope hear receipt sound gd luck,7
ham,gonna death im gonna leave note says robs fault avenge,10
ham,japanese proverb one u none itu must indian version one let none itleave finally kerala version one stop none make strike,21
ham,today im workin free oso gee thgt u workin ur frens shop,12
ham,life face choices toss coin becoz settle question coin air u know heart hoping gudni,15
ham,know god created gap fingers one made comes amp fills gaps holding hand love,14
ham,want kiss feel next,4
ham,happy saying,2
spam,adult content video shortly,4
ham,ok would b lovely u r sure think wot u want drinkin dancin eatin cinema u wot,17
ham,im saying havent explicitly told nora know someone im probably gonna bother,12
ham,says hi get ass back south tampa preferably kegger,9
ham,smith waste dai wanna gayle,5
ham,mum ive sent many many messages since got want know actually getting enjoy rest day,15
ham,aight tomorrow around ltgt,4
ham,housemaid murderer coz man murdered ltgt th january public holiday govtinstituitions closedincluding post officeunderstand,14
spam,chance reality fantasy show call p per min ntt ltd po box croydon cr wb national rate call,18
ham,actually first time went bed long spoke woke night,9
ham,see,1
ham,dont understand message,3
ham,crucify c told earlier,4
ham,idk keep saying youre since moved keep butting heads freedom vs responsibility im tired much shit deal im barely keeping together gets added,23
ham,fuck cedar key fuck come anyway tho,7
ham,twenty past five said train durham already coz reserved seat,10
spam,hey boys want hot xxx pics sent direct ur phone txt porn hrs free p per day stop text stopbcm sf wcnxx,22
ham,u still painting ur wall,5
spam,last chance claim ur worth discount vouchers today text shop savamob offers mobile cs savamob pobox muz sub,18
ham,printer cool mean groovy wine groovying,6
ham,hi harishs rent transfred ur acnt,6
ham,anything lor coming,3
ham,cbe really good nowadayslot shop showroomscity shaping good,8
ham,still attending da talks,4
ham,probs hon u doinat mo,5
ham,k ill take care,4
ham,take didnt phone callon friday assume wont year,8
ham,battery low babe,3
ham,shuhui bought rons present swatch watch,6
ham,yeah theres quite bit left ill swing tomorrow get,9
ham,babe said hours almost internet,5
ham,k ill sure get noon see whats,7
ham,kkyesterday cbe,2
ham,went ganesh dress shop,4
spam,pdatenow double mins txts orange tariffs latest motorola sonyericsson nokia bluetooth free call mobileupd calloptoutyhl,15
ham,collecting ur laptop going configure da settings izzit,8
ham,r home come within min,5
ham,aight latest probably closer jay tyler two trips,8
ham,come aftr ltdecimalgt cleaning house,5
spam,ur cashbalance currently pounds maximize ur cashin send cash pmsg cc po box tcrw,14
ham,bill letters im expecting one orange isnt bill may still say orange,12
ham,tell pa pain de,4
ham,hi darlin hope nice night wish come cant wait see love fran ps want dirty anal sex want man gang bang,21
ham,ha dont know either clever simple thing pears day perfect christmas,11
ham,helloooo wake sweet morning welcomes enjoy day full joy gud mrng,11
ham,alrite,1
ham,must sit around wait summer days celebrate magical sight worlds dressed white oooooh let snow,15
spam,urgent mobile number awarded prize guaranteed call land line claim valid hrs,12
ham,guys go see movies side,5
ham,sorryin meeting ill call later,5
ham,didnt tell thatnow im thinking plus hes going stop runs,10
ham,kindly send one flat ltdecimalgt today,6
spam,sorry u unsubscribe yet mob offer package min term weeks pls resubmit request expiry reply themob help info,18
ham,nothing lor bit bored dun u go home early sleep today,11
ham,time tell friend around,4
ham,yes fine love safe,4
ham,thanks chikku gud nyt,4
ham,xy ur car u picking,5
ham,thanx time weve spent geva bin mint ur baby want uxxxx,11
ham,yo way could pick something tonight,6
ham,ive sent send,3
ham,fine simply sitting,3
ham,thts gods gift birds humans hav natural gift frm god,10
ham,coming day class,3
ham,im done studyn library,4
ham,ok u enjoy ur shows,5
ham,anything,1
ham,wuld without baby thought alone mite break dont wanna go crazy everyboy needs lady xxxxxxxx,15
ham,wats dear sleeping ah,4
ham,hi test ltgt rd,4
ham,students solved cat question xam ltgt ltgt ltgt tell answer u r brilliantthingi got answr,15
ham,yo know anyone ltgt otherwise able buy liquor guy flaked right dont get hold somebody loko night,17
ham,yup n fren lor im meeting fren,7
ham,yeah got one lined us,5
ham,stop wondering wow ever going stop tming tm whenever want mine laughs,12
ham,lol yep yesterday already got fireplace another icon sitting,9
ham,hey ive booked pilates yoga lesson already haha,8
ham,ok happen behave like,4
spam,new message please call,4
ham,supervisor find one lor thk students havent ask yet tell u aft ask,13
ham,hello news job making wait fifth week yeah im woozles weasels exeter still home,14
ham,messageno responcewhat happend,3
spam,currently message awaiting collection collect message call,7
ham,hey babe sorry didnt get sooner gary come fix cause thinks knows doesnt go far ptbo says cost ltgt bucks dont know might cheaper find someone dont second hand machines right let know want babe,35
ham,make fucks sake x,4
ham,leave u always ignorant,4
ham,nope ill b going sch fri quite early lor cos mys sis got paper da morn,16
ham,bruce b downs amp fletcher,5
ham,said would woke,3
ham,hey free call,3
ham,tell whos pls,3
spam,urgent mobile awarded bonus caller prize final attempt contact u call,11
ham,think might give miss teaching til twelve lecture two damn working thing,12
ham,id check theres like bowls worth left,7
ham,yes many sweets,3
ham,would im still cozy exhausted last nightnobody went school work everything closed,12
spam,u secret admirer reveal thinks u r special call opt reply reveal stop per msg recd cust care,18
ham,buzzzz grins buzz ass buzz chest buzz cock keep phone vibrator feel shake,13
ham,sir send group mail check,5
ham,im da intro covers energy trends n pros n cons brief description nuclear fusion n oso brief history iter n jet got abt n half pages,26
ham,nonenowhere ikno doesdiscountshitinnit,3
ham,dont know jabo abi,4
spam,ever notice youre driving anyone going slower idiot everyone driving faster maniac,12
ham,yet hadya sapna aunty manege yday hogidhechinnu full weak swalpa black agidhane,12
ham,good baby,2
ham,neft transaction reference number ltgt rs ltdecimalgt credited beneficiary account ltgt lttimegt ltgt,13
ham,mostly sports typelyk footblcrckt,4
ham,head dey swell oh thanks making day,7
ham,u make fb list,4
ham,height confidence aeronautics professors wer calld amp wer askd sit aeroplane aftr sat wer told dat plane ws made students dey hurried plane bt didnt move saidif made students,29
ham,sary need tim bollox hurt lot tol,7
ham,happy new year princess,4
ham,ill text carlos let know hang,6
ham,dont worry easy ingredients,4
ham,love u little pocy bell sorry love u,8
ham,ok omw castor,3
ham,yar lor keep raining non stop u wan go elsewhere,10
spam,xmas offer latest motorola sonyericsson nokia free bluetooth dvd double mins txt orange call mobileupd calloptoutqf,16
ham,u mean u almost done done wif sleeping tot u going take nap yup send liao im picking ard smth lor,21
ham,wonders world th th ur style th ur smile th ur personality rd ur nature nd ur sms st ur lovely friendship good morning dear,25
ham,tonight yeah id,3
ham,eat fo lunch senor,4
ham,said right giggle saw u would possibly first persondie nvq think much could,13
ham,break time one come n get stuff fr,8
spam,reply win weekly professional sport tiger woods play send stop end service,12
ham,im see cant see maybe reboot ym seen buzz,9
ham,still grinder,2
spam,polyphonic tone ur mob every week txt pt st tone free get txtin tell ur friends ptone reply hl info,20
ham,love isnt decision feeling could decide love life would much simpler less magical,13
spam,hot live fantasies call p per min ntt ltd po box croydon cr wb national rate call,17
ham,ki didt see youkwhere,4
ham,im list buyers,3
ham,idea guess well work hour supposed leave since usual nobody interest figuring shit last second,15
ham,mm entirely sure understood text hey ho weekend,8
ham,released vday shirts u put makes bottom half naked instead white underwear,12
ham,knowhe watching film computer,4
ham,b thursday,2
ham,oh phone phoned disconnected,4
ham,id onluy matters getting offcampus,5
spam,message free welcome new improved sex dogging club unsubscribe service reply stop msgsp,13
ham,excellent ill see rileys plans,5
ham,see half hour,3
spam,youve tkts euro cup final cash collect call b pobox ppm,11
ham,ew one,2
ham,also hi wesley howve,4
ham,ah see lingo let know wot earth finished making,9
spam,loan purpose homeowners tenants welcome previously refused still help call free text back help,14
spam,updatenow mths half price orange line rental minscall mobileupd calloptoutjq,10
ham,imagine life without see fast u searching medont worry lm always disturb u goodnoon,14
ham,hm good morning headache anyone,5
ham,yeah probs last night obviously catching speak soon,8
spam,free unlimited hardcore porn direct mobile txt porn get free access hrs chrgdp per day txt stop exit msg free,20
ham,might go sch yar e salon v boring,8
ham,ltgt mins stop somewhere first,5
ham,ltgt fast approaching wish u happy new year happy sankranti happy republic day happy valentines day happy shivratri happy ugadi happy fools day happy may day happy independence day happy friendshipmotherfatherteacherschildrens day amp happy birthday u happy ganesh festival happy dasara happy diwali happy christmas ltgt good mornings afternoons evenings nights rememberi first wishing u theseyours raj,57
ham,one joys lifeis waking daywith thoughts somewheresomeone cares enough tosend warm morning greeting,13
ham,didnt get second half message,5
ham,wat time u wan meet later,6
ham,thank much selflessness love plenty,5
ham,film ill call later,4
ham,dare change ring,3
ham,bad girl lady,3
ham,love ya try budget money better babe gary would freak knew,11
ham,part dont initiate dont understand,5
ham,finished lunch already u wake already,6
ham,still game,2
ham,got tallent wasting,3
ham,record one night,3
ham,also sir sent email log usc payment portal ill send another message explain things back home great weekend,18
ham,gonna let know cos comes bak holiday day coming dontgettext number,11
ham,jokin lar depends phone father get lor,7
ham,aight lemme know whats,4
ham,get ready ltgt inches pleasure,5
ham,rajipls favour pls convey birthday wishes nimya pls today birthday,10
ham,ok feel like john lennon,5
ham,cos darren say considering mah ask,6
ham,bothering trust answers pls,4
ham,wishing family merry x mas happy new year advance,9
ham,one day crab running sea shorethe waves came n cleared footprints crab crab asked frnd r u clearing beautiful footprints waves replied fox following ur footprints catch thats cleared frndsship never lets u dwn gud nyt,36
ham,aight time want come,4
ham,slaaaaave must summon time dont wish come anymore,8
ham,bill thats bad,3
ham,let know changes next hrs even appendix age range however impossible chill let know hrs,15
ham,hello yeah ive got bath need hair ill come im done yeah,12
ham,hows weather,2
ham,ok much though hm friday cant wait dunno wot hell im gonna another weeks become slob oh wait already done,20
ham,die e toot fringe,4
ham,lol dont know awesome phone could click delete right want,10
ham,ok,1
ham,awesome question cute answer someone asked boy ur life smiled amp answered fine gudnite,14
ham,please leave topicsorry telling,4
ham,pls send correct name da,5
ham,happened yo date,3
spam,eastenders tv quiz flower dot compare violet e tulip f lily txt e f chance win cash wkentp,18
ham,webpage available,2
ham,woke yeesh late didnt fall asleep til ltgt,8
spam,unsubscribed services get tons sexy babes hunks straight phone go httpgotbabescouk subscriptions,12
ham,dear know ltgt th ltgt th birthday loving gopalettan planning give small gift day like participate welcome please contact admin team details,22
ham,kkfrom tomorrow onwards started ah,5
ham,u talking bout early morning almost noon,7
ham,fine remember,2
spam,hi babe jordan r u im home abroad lonely text back u wanna chat xxsp visionsmscom text stop stopcost p,20
ham,ok many buy,3
ham,sounds good keep posted,4
spam,get brand new mobile phone agent mob plus loads goodies info text mat,13
ham,ok april cant wait,4
ham,boy best get yo ass quick,6
ham,ay wana meet sat wkg sat,6
ham,im wait till bus pick,5
ham,apart one told yesterday,4
ham,ok lor buy wat,4
ham,somebody go andros steal ice,5
ham,know didt msg recently,4
ham,take us shopping mark distract isaiahd,6
ham,mum hope great day hoping text meets well full life great day abiola,13
ham,sense foot penis,3
ham,okay thought expert,3
ham,deep sigh miss really surprised havent gone net cafe yet get dont miss,13
ham,ssi thinl role like sachinjust standing others hit,8
ham,great trip india bring light everyone project everyone lucky see smile bye abiola,13
ham,importantly discuss u,3
ham,kkhow training process,3
ham,ok lor ned go toa payoh return smth u wan send wat,12
ham,da car park,3
ham,wish holding tightly making see important much mean much need life,11
ham,asked hows anthony dad bf,5
ham,wnevr wana fal luv vth books bed fals luv vth yen madodu nav pretsorginta nammanna pretsovru important alwa gud eveb,20
ham,todaysundaysunday holidayso work,3
ham,going take bath ill place key window,7
spam,lord ringsreturn king store nowreply lotr june chance win lotr soundtrack cds stdtxtrate reply stop end txts,17
ham,dear take care reaching homelove u lot,7
ham,staffsciencenusedusgphyhcmkteachingpc,1
ham,emigrated something ok maybe bit hopeful,6
ham,olol printed forum post guy exact prob fixed gpu replacement hopefully dont ignore,13
ham,walked moms right stagwood pass right winterstone left victors hill address ltgt,12
ham,yo jp hungry like mofo,5
ham,creepy crazy,2
ham,ok din get ur msg,5
ham,tessypls favor pls convey birthday wishes nimyapls dnt forget today birthday shijas,12
ham,pathaya enketa maraikara pa,4
ham,even friend priest call,4
ham,u lousy run already come back half dead hee,9
ham,thats said bad dat e gals know u wat u,10
ham,remind hrs,2
ham,hoping would send message rent due dont enough reserves completely gone loan need hoping could balance ltgt way could get till mid march hope pay back,26
ham,hi happy new year dont mean intrude pls let know much tuition paid last semester much semester thanks,18
ham,hello hun ru way im good dates guy met walkabout far meet soon hows everyone else,16
ham,lol gonna last month cashed left ltgt case collecting week cause announced blog,13
spam,good luck draw takes place th feb good luck removal send stop customer services,14
ham,short cute good person,4
ham,havent decided yet eh,4
ham,wat time liao still got,5
ham,yes watching footie worried going blow phil neville,8
ham,wait inside da car park,5
ham,uncle abbey happy new year abiola,6
ham,free call pa,3
ham,r u saying order slippers cos pay returning,8
ham,stop knowing well,3
ham,good evening roger,3
ham,small problem auctionpunj asking tiwary,5
spam,free entry weekly comp chance win ipod txt pod get entry std txt rate tcs apply details,17
ham,telling tell one treat hi hi hi,7
ham,uncles atlanta wish guys great semester,6
spam,st wk free gr tones str u wk txt nokia classic nokia tones hit polys nokiap polyp,17
ham,u coming pick,3
ham,thats cool liked photos sexy,5
ham,would u fuckin believe didnt know thurs pre booked cancelled needs b sacked,13
ham,haha better late ever way could swing,7
ham,ok finish,2
spam,lookatme thanks purchase video clip lookatme youve charged p think better send video mmsto,14
ham,ive barred b q stores lifethis twat orange dungerees came asked wanted decking got first punch,16
ham,messages food,2
ham,ok going sleep hope meet,5
ham,wat makes people dearer de happiness dat u feel u meet de pain u feel u miss dem,18
ham,let know details fri u find cos im tom fri mentionned chinese thanks,13
ham,youre right think,3
ham,wat r u,3
ham,ur lecture,2
spam,sexy sexy cum text im wet warm ready porn u fun msg free recd msgs p inc vat cancel text stop,21
ham,customer place call,3
ham,planned yet going join company jan onlydon know happen,9
ham,boy love u grl hogolo boy gold chain kodstini grl agalla boy necklace madstini grl agalla boy hogli mutai eerulli kodthini grl love u kano,25
ham,haha heard text youre around,5
ham,ill get tomorrow send,4
ham,shit babe thasa bit messed upyeh,6
ham,oh thats late well good night give u call tomorrow iam going go sleep night night,16
ham,cheers u tex mecause u werebored yeah okden hunny r uin wk satsounds likeyour havin grfun j keep updat countinlots loveme xxxxx,22
ham,sorry meeting ill call later,5
ham,yo howz u girls never rang india l,8
ham,yeah worse,2
spam,hard live chat pmin choose girl connect live call cheap chat uks biggest live service vu bcmwcnxx,17
ham,tagged friends seemed count friends,5
spam,heard u call rude chat private line cum wan c pics gettin shagged text pix end send stop sam xxx,20
ham,ok,1
ham,long time remember today,4
ham,havent shopping lor juz arrive,5
ham,thank u better work cause feel used otherwise,8
ham,challenge know,2
ham,much ur hdd casing cost,5
ham,mystery solved opened email hes sent another batch isnt sweetie,10
ham,cant describe lucky im actually awake noon,7
spam,nd time tried contact u u prize claim call b tcsstop sms ppm,13
ham,today sorry day ever angry ever misbehaved hurt plz plz slap urself bcoz ur fault im basically good,18
ham,cheers card time year already,5
spam,hot live fantasies call p per min ntt ltd po box croydon cr wb k,15
ham,people see msgs think iam addicted msging wrong bcoz dont know iam addicted sweet friends bslvyl,16
ham,ugh hopefully asus ppl dont randomly reformat,7
ham,havent seen facebook huh lol,5
ham,mah b ill pick tomorrow,5
ham,still otside leu come morrow maga,6
ham,u still plumbers tape wrench could borrow,7
spam,dear voucher holder claim weeks offer pc please go httpwwwetlpcoukreward tscs apply,12
ham,vl bcum difficult,3
spam,ur going bahamas callfreefone speak live operator claim either bahamas cruise cash opt txt x,15
ham,havent still waitin usual come back sch oredi,8
ham,meeting da call,3
ham,k k watch films,4
ham,cinema plus drink appeal tomo fr thriller director like mac,10
ham,size elephant tablets u shove um ur ass,8
ham,many people seems special first sight remain special till last sight maintain till life ends take cr da,18
ham,parents kidz friends n colleagues screaming surprise waiting sofa naked,10
ham,dunno juz askin cos got card got salon called hair sense tot da one cut ur hair,17
ham,good morning pookie pie lol hope didnt wake u,9
ham,maybe woke fucking wouldnt problem,5
ham,happy birthday youdearwith lots loverakhesh nri,6
ham,howz persons story,3
spam,nd time tried contact u u pound prize claim easy call p per min btnationalrate,15
ham,x ltgt going get,4
ham,hi neva worry bout da truth coz truth lead ur heart least unique person like u deserve sleep tight morning,20
spam,ur awarded city break could win summer shopping spree every wk txt store skilgmetscswinawkageperwksub,14
ham,ur paper today e morn aft,6
ham,lick every drop ready use mouth well,7
ham,expect whenever text hope goes well tomo,7
ham,great p diddy neighbor comes toothpaste every morning,8
ham,av new number wil u use oneta,7
ham,poking man everyday teach canada abi saying hi,8
ham,lor change suntec wat time u coming,7
ham,deam seeing online shop asked,5
ham,curious cuz asked,3
ham,nicenicehow working,2
ham,okay lor wah like def wont let us go haha say terms conditions,13
ham,haha yup hopefully lose kg mon hip hop go orchard weigh,11
ham,shes good r u working,5
ham,oh yes ive little weather ive kind coccooning home,9
ham,home also,2
ham,phone weirdest auto correct,4
ham,oops phone died didnt even know yeah like better,9
ham,havent mus ask u st wat meet lunch den u n meet already lor u wan go ask da ge st confirm w asap,24
ham,said u mind go bedroom minute ok sed sexy mood came minuts latr wid caken wife,16
ham,oh yeahand hav great time newquaysend postcard look girls im goneu know im talkin boutxx,15
ham,got divorce lol shes,4
ham,whats ur pin,3
ham,babe got enough money pick bread milk ill give back get home,12
ham,want snow freezing windy,4
spam,urgent trying contact u todays draw shows prize guaranteed call land line claim valid hrs,15
ham,come mahal bus stop ltdecimalgt,5
ham,knowthis week im going tirunelvai da,6
ham,baby promise treat well bet take good care,8
ham,like hotel dusk game think solve puzzles area thing,9
spam,thanks ringtone order reference number x mobile charged tone arrive please call customer services,14
ham,hi love goes day fuck morning woke dropped cell way stairs seems alright phews miss,15
ham,well must pain catch,4
ham,sorry da thangamits mistake,4
ham,need coz never go,4
ham,rose redred bloodblood heartheart u u send tis ur friends including u like u get back u r poor relation u need support u r frnd many luvs u praying god marry u try,34
ham,wifehow knew time murder exactly,5
spam,six chances win cash pounds txt csh send cost pday days tsandcs apply reply hl info,16
spam,ur cashbalance currently pounds maximize ur cashin send collect pmsg cc po box tcrw,14
ham,feel like dick keep sleeping texts facebook messages sup town,10
ham,plm come da way,4
ham,guess wants alone time could show watch,7
ham,height recycling read twice people spend time earning money money spent spending time good morning keep smiling,17
ham,yup comin,2
ham,yes princess toledo,3
ham,aight text youre back mu ill swing need somebody get door,11
ham,ron say fri leh n said ding tai feng cant make reservations said wait lor,15
ham,good swimsuit allowed,3
ham,okay soon best,3
ham,cute thought friendship necessary share every secret ur close frnd,10
ham,ok ive sent u da latest version da project,9
ham,good morning dear great amp successful day,7
ham,pls accept one day begging change number,7
ham,squeeeeeze christmas hug u lik frndshp den hug back u get u r cute u r luvd u r lucky none people hate u,24
ham,ok anybody asks abt u tel themp,7
ham,funny fact nobody teaches volcanoes erupt tsunamis arise hurricanes sway aroundn teaches hw choose wife natural disasters happens,18
ham,gonna ring weekend wot,4
ham,also track lighters find,4
ham,sorry cant help,3
ham,babe need advice,3
ham,ill leave around four ok,5
ham,come medical college pm forward da,6
ham,kkits goodwhen going,3
ham,make lasagna vodka,3
ham,hi kate u give ring asap xxx,7
ham,people tour thought sofa thing sent curious sugar,8
ham,told going got drunk,4
ham,fucking chickened messaged would late woould buzz didnt hear word,10
spam,congratulations thanks good friend u xmas prize claim easy call p per minute btnationalrate,14
ham,im always looking excuse city,5
ham,yup im still coffee wif frens fren drove shell give lift,11
ham,shore takin bus,3
ham,u gonna get deus ex,5
ham,send email mind ltgt times per night,7
spam,want new nokia colour phone deliveredtomorrow free minutes mobile free texts free camcorder reply call,15
ham,tap spile seven pub gas st broad st canal ok,10
ham,ok come n pick u engin,6
ham,never wanted tell im short onedge late,7
ham,raviyog peripherals bhayandar east,4
ham,k actually guys meet sunoco howard right way,8
spam,new voicemail please call,4
ham,moon come color dreams stars make musical sms give warm peaceful sleep good night,14
ham,finished eating got u plate leftovers time,7
ham,thanx lot,2
ham,hurry home u big butt hang last caller u food done im starving dont ask cooked,16
ham,lol right diet everyday cheat anyway im meant fatty,9
ham,great day beautiful one,4
ham,happened interview,2
ham,solve case man found murdered ltdecimalgt ltgt afternoon wife called police police questioned everyone wife siri sleeping murder took place cook cooking gardener picking vegetables housemaid went post office children went play neighbour went marriage police arrested murderer immediately whos reply reason u r brilliant,45
ham,badrith chennaii surely pick usno competition,6
ham,tot group mate lucky havent reply wat time need leave,10
ham,hey around ive got enough half ten owe,8
ham,hey tmr maybe meet yck,5
ham,alrite sam nic checkin ur numberso ittb,7
ham,making easy pay back ltgt yrs say pay back earlier get,11
ham,worry im sure youll get,5
ham,gas station like block away house youll drive right since armenia ends swann take howard,15
spam,someone u know asked dating service contact cant guess call revealed pobox lshb p,14
spam,camera awarded sipix digital camera call fromm landline delivery within days,11
ham,tuition hm go one mind,5
ham,im smoking people use wylie smokes much justify ruining shit,10
ham,dear good morning feeling dear,5
ham,little meds say take every hours pain back took another hope dont die,13
ham,beautiful tomorrow never comes comes already today hunt beautiful tomorrow dont waste wonderful today goodmorning,15
ham,dunno lei decide lor abt leona oops tot ben going n msg,12
ham,hi moved pub would great c u u cud come,10
spam,todays voda numbers ending selected receive award hava match please call quoting claim code standard rates app,17
spam,message free welcome new improved sex dogging club unsubscribe service reply stop msgsp,13
ham,honeybee said im sweetest world god laughed amp said waitu havnt met person reading msg moral even god crack jokes gmgngegn,21
ham,ever easier,2
spam,rct thnq adrian u text rgds vatian,7
ham,stop calling everyone saying might cancer throat hurts talk cant answering everyones calls get one call im babysitting monday,19
ham,itll tough ill,3
ham,im gonnamissu muchi would say il send u postcard buttheres aboutas much chance merememberin asthere ofsi breakin contract luv yaxx,20
ham,ee msg na poortiyagi odalebeku hanumanji name hanuman bajarangabali maruti pavanaputra sankatmochan ramaduth mahaveer ee name ltgt janarige ivatte kalisidare next saturday olage ondu good news keluviri maretare inde dodda problum nalli siguviri idu matra ltgt true dont neglet,39
ham,hi darlin finish u pick meet text back number luv kate xxx,12
ham,set place heart mind mind easily forgets heart always remember wish happy valentines day,14
ham,im surprised still guess right lor,6
ham,okie wan meet bishan cos bishan im driving today,9
ham,oh ho first time u use type words,8
ham,hi darlin work u get trouble ijust talked mum morning really good time last night im goin soon call u,20
ham,know serving mean,3
ham,huh hyde park mel ah opps got confused anyway tts e best choice den juz take,16
ham,oh gei happend tron maybe ill dl,7
spam,free message activate free text messages replying message word free terms conditions visit wwwcom,14
ham,know girls always safe selfish know got pa thank good night,11
ham,worries hope photo shoot went well spiffing fun workage,9
ham,im freezing craving ice fml,5
ham,kay since already,3
ham,eh sorry leh din c ur msg sad already lar watching tv u still office,15
ham,yo im right yo work,5
ham,ok darlin supose ok worry muchi film stuff mate babysit call therexx,12
ham,said u mind go bedroom minute ok sed sexy mood came minuts latr wid caken wife,16
ham,wake since checked stuff saw true available spaces pls call embassy send mail,13
ham,nope juz work,3
ham,huh fast dat means u havent finished painting,8
ham,number u live,3
ham,put party days week study lightly think need draw custom checkboxes know hardcore,13
ham,sac score big hundredhe set batsman,6
ham,send yettys number pls,4
ham,much cost approx per month,5
ham,ok theory test going book think may coz thought wanna go jiayin isnt free,14
spam,contacted dating service someone know find call land line poboxwtgp,10
ham,thats fine give call knows wants questions,7
ham,sorry got late start way,5
ham,u go back urself lor,5
ham,gas station go,3
ham,k u bored come home,5
ham,babe love covers face kisses,5
ham,like made throw smoking friends car one time awesome,9
ham,still checked da,3
ham,go walmart ill stay,4
ham,havent forgotten might couple bucks send tomorrow k love ya,10
ham,oh great ill disturb talk,5
ham,reverse cheating mathematics,3
ham,ure welcome caught u using broken english,7
ham,problem baby good time talk called left message,8
ham,sorry ill call later,4
ham,oh brand,2
ham,sorry cant take call right happens r waxsto wat want come ill get medical insurance shell able deliver basic care im currently shopping right medical insurance give til friday morning thats ill see major person guide right insurance,38
ham,time coming,2
ham,call say coming today ok tell fool like ok,9
ham,emailed yifeng part oredi get fr,6
ham,r u sure theyll understand wine good idea slurp,9
ham,minimum walk miles day,4
ham,ok problem get taxi c ing tomorrow tuesday tuesday think r going cinema,13
ham,brainless baby dolld vehicle sariyag drive madoke barolla,8
ham,dont run away frm u walk slowly amp kills u dont care enough stop,14
spam,sorry missed call lets talk time im,7
ham,please attend phone,3
ham,hate call didnt accept even single call mine even messaged,10
ham,messages phone im holding,4
ham,im free,2
ham,yo trip got postponed still stocked,6
ham,sorry ill call later,4
ham,waiting call sir,3
ham,hey reply pa,3
ham,hey elaine todays meeting still,5
ham,sorry ive gone place ill tomorrow really sorry,8
ham,tiime dont let hug dont break tears,7
ham,tomorrow going theatre come wherever u call tell come tomorrow,10
ham,electricity went fml,3
ham,looks like found something smoke great job,7
ham,also andros ice etc etc,5
ham,,0
ham,good afternon love today hope good maybe interviews wake miss babe passionate kiss across sea,15
ham,yup wun believe wat u really neva c e msg sent shuhui,12
ham,hows watch resizing,3
ham,dear umma called,3
ham,finished missing plenty,3
spam,complimentary star ibiza holiday cash needs urgent collection landline lose boxskwpppm,11
ham,well meant opposed drunken night,5
ham,k must book huh going yoga basic sunday,8
spam,free msgwe billed mobile number mistake shortcode please call charges refundedthis call free bt landline,15
ham,ok,1
ham,oops mums somerset bit far back tomo see soon x,10
ham,u workin overtime nigpun,4
ham,kallis dismissial nd test,4
ham,guess got screwd,3
spam,please call immediately urgent message waiting,6
ham,im meeting call later,4
ham,r u cooking dinner,4
ham,ok thanx,2
ham,bull plan go floating ikea without care world live mess another day,12
ham,buy,1
spam,urgent mobile number awarded bonus caller prize call land line valid hrs,12
ham,heehee funny tho,3
ham,simple arithmetic percentages,3
ham,yeah wouldnt leave hour least hows sound,7
spam,valued customer pleased advise following recent review mob awarded bonus prize call,12
